details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=165137,10/31/2021 21:25,Tucson,AZ,USA,Sphere,Halloween Night - burning bright orange UFO in the Southwest Desert.,10/31/2021,11/15/2021,
https://nuforc.org/sighting/?id=165156,10/31/2021 21:00,Surprise,AZ,USA,,About 9:00 pm Local time saw a bright Fluorescent orange object coming from the south west heading towards the Northeast. Made no noise,11/02/2021,11/15/2021,
https://nuforc.org/sighting/?id=172695,10/31/2021 20:21,Taylorsville,NC,USA,Triangle,Triangle object hovering above power lines,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=165134,10/31/2021 19:00,Charles City,VA,USA,Oval,Driving west on route 60 about to come up on route 33 to get on interstate 295. So about 1 minute away from bottoms bridge route 33 dr,11/01/2021,11/15/2021,
https://nuforc.org/sighting/?id=172955,10/31/2021 18:57,Roseville,CA,USA,Circle,I have 2 mins of it and still can't explain it,11/11/2022,12/22/2022,
https://nuforc.org/sighting/?id=171877,10/31/2021 10:21,Idaho Springs,CO,USA,Triangle,Triagle apex formed lights drifting past camera,09/21/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=165980,10/31/2021 07:48,Goshen,KY,USA,,MADAR Node 182,01/13/2022,03/04/2022,
https://nuforc.org/sighting/?id=165149,10/31/2021 06:43,West Des Moines,IA,USA,Light,"Satellite-type speeding light in sky stopped near star, went 90 degrees in different direction.",10/31/2021,11/15/2021,
https://nuforc.org/sighting/?id=165138,10/31/2021 01:01,NASA space agency,NV,USA,Changing,"Peter, ((deleted)) here. I thought I had your email.. ((NUFORC Note: Alleged footage of faked lunar landing. PD))",10/31/2021,11/15/2021,
https://nuforc.org/sighting/?id=168182,10/31/2021 01:00,Gulfport,MS,USA,Triangle,Standing in the front yard at my mothers after hearing a noise that drew me outside.,05/23/2022,06/22/2022,
https://nuforc.org/sighting/?id=165141,10/31/2021 00:45,Naples,FL,USA,Light,Strange swirling light seen in the sky and video recorded by local news service.,10/31/2021,11/15/2021,
