details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=163103,04/30/2021 23:15,Brights Grove (Canada),ON,Canada,Oval,Transparent fish like object sucking power from power line and going across truck windshield. And becomes a bright ball of ...,05/10/2021,05/20/2021,
https://nuforc.org/sighting/?id=162943,04/30/2021 21:00,Newton,IA,USA,Circle,it was northeast direction saw a bright circle shape move slow then disappear very quickly,05/03/2021,05/20/2021,
https://nuforc.org/sighting/?id=162917,04/30/2021 20:45,Jellico,TN,USA,Other,I was out flying a drone in the field and heard this rumbling but not very loud but started feeling the rumbling more than heard looked,05/01/2021,05/20/2021,
https://nuforc.org/sighting/?id=172762,04/30/2021 20:00,三亚 SANYA,Hainan,China,Triangle,Black Triangle UFO with Seven Dims Yellow Lights,11/02/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=162927,04/30/2021 19:42,Cottonwood,AZ,USA,Light,The past 3 nights my husband and I have seen between an orange to a red glow light that appears moving erratically then disappears and,05/03/2021,05/20/2021,
https://nuforc.org/sighting/?id=164142,04/30/2021 07:10,Piedmont,MO,USA,Cigar,My friend and I arrived at Clearwater Lake for a fishing trip. I noticed a capsule shaped silver colored object across the lake in the,07/23/2021,08/16/2021,
https://nuforc.org/sighting/?id=163315,04/30/2021 06:56,Newington,CT,USA,,MADAR Node 106,05/20/2021,07/31/2021,
https://nuforc.org/sighting/?id=163311,04/30/2021 05:15,Jonesboro,AR,USA,,MADAR Node 143,05/20/2021,07/31/2021,
https://nuforc.org/sighting/?id=162890,04/30/2021 00:45,Fairfield,OH,USA,Fireball,"Green flash, streak, fireball.",04/29/2021,05/20/2021,
https://nuforc.org/sighting/?id=162941,04/30/2021 00:00,Oak Hill,WV,USA,Circle,"A little after midnight at a resort in WV. Was outside in a hot tub relaxing. Had 3 beers 1 had a drink koozie around it, the one I was",05/04/2021,05/20/2021,
https://nuforc.org/sighting/?id=162891,04/29/2021 23:59,Oswego,NY,USA,Rectangle,Flashing red lights and white objects,04/29/2021,05/20/2021,
https://nuforc.org/sighting/?id=162878,04/29/2021 23:39,Homosassa,FL,USA,Fireball,I was sitting outside looking to the east and homosassa Florida I saw a hot pink streak and as I watched it go across the sky it turned,04/28/2021,05/20/2021,
https://nuforc.org/sighting/?id=163219,04/29/2021 22:45,Corydon,IN,USA,Oval,"Sighting: Date: April 29, 2021 Location: Corydon, Indiana Time: Approx. 10:45PM Weather: Partly cloudy with rain Visual observers: 2 D",05/17/2021,05/20/2021,
https://nuforc.org/sighting/?id=162895,04/29/2021 22:00,Aragonite,UT,USA,Disk,Black disc with blue dotted flashing lights hovering near our car on interstate 80,05/01/2021,05/20/2021,
https://nuforc.org/sighting/?id=162897,04/29/2021 22:00,Flagstaff,AZ,USA,Sphere,"Super bright yellow object... Pointed it out to my friend, me and him were staring at it and it instantly disappeared",05/01/2021,05/20/2021,
https://nuforc.org/sighting/?id=164013,04/29/2021 22:00,Venice,FL,USA,Light,Enormous string made of light instantly appeared and vanished,06/21/2021,08/16/2021,
https://nuforc.org/sighting/?id=163205,04/29/2021 21:03,Carson City,NV,USA,Circle,Bright counter-clock spinning,05/17/2021,05/20/2021,
https://nuforc.org/sighting/?id=163303,04/29/2021 13:58,St. Louis,MO,USA,,MADAR Node 70,05/20/2021,05/20/2021,
https://nuforc.org/sighting/?id=163306,04/29/2021 09:32,Kansas City,MO,USA,,MADAR Node 40,05/20/2021,05/20/2021,
https://nuforc.org/sighting/?id=162879,04/28/2021 23:46,Kissimmee,FL,USA,Fireball,We saw what looked like a huge fireball in the sky. It looked very different than a falling star. It was a falling fireball. And then t,04/28/2021,05/20/2021,
https://nuforc.org/sighting/?id=162884,04/28/2021 21:50,Carson City,NV,USA,Circle,Ufo staying still spinning,04/28/2021,05/20/2021,
https://nuforc.org/sighting/?id=162893,04/28/2021 21:40,Yardley,PA,USA,Unknown,"Red flickering lights in Bucks County, PA",04/29/2021,05/20/2021,
https://nuforc.org/sighting/?id=163606,04/28/2021 21:20,Organ Pipe National Monument,AZ,USA,Light,a pair of unknown orange glowing lights came on three times in the night sky,06/04/2021,07/31/2021,
https://nuforc.org/sighting/?id=163312,04/28/2021 13:48,Council Bluffs,IA,USA,,MADAR Node 133,05/20/2021,07/31/2021,
https://nuforc.org/sighting/?id=163313,04/28/2021 00:25,Mt. Vernon,IN,USA,,MADAR Node 119,05/20/2021,07/31/2021,
https://nuforc.org/sighting/?id=162885,04/27/2021 20:15,Everett,WA,USA,Light,Triangle formation of twinkling lights,04/28/2021,05/20/2021,
https://nuforc.org/sighting/?id=162858,04/27/2021 18:42,Armadale (Australia),,Australia,Flash,"This happened twice, I thought it was the shuttle to the ISS, but it happened again. The trajectory movement is North East, two nights",04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=162872,04/27/2021 17:26,Palmdale,CA,USA,Oval,I was sitting having dinner at the dining table and I was looking out the sliding glass door when I noticed this dark object. I watched,04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=162875,04/27/2021 15:31,South Portland,ME,USA,Other,My husband saw a sparkle in the sky and thought it was a balloon. I thought it was too high up and big to be a balloon so I grabbed my,04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=163300,04/27/2021 13:06,Hanover,MD,USA,,MADAR Node 77,05/20/2021,05/20/2021,
https://nuforc.org/sighting/?id=163304,04/27/2021 11:19,St. Louis,MO,USA,,MADAR Node 70,05/20/2021,05/20/2021,
https://nuforc.org/sighting/?id=162874,04/27/2021 10:22,Gulf Shores,AL,USA,Sphere,Flashing white light hovering near an airport before jetting away at well over 1000 miles an hour without sound.,04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=162901,04/27/2021 09:20,Douglas,WY,USA,Light,"First I would like to say I don't want anyone to think I am crazy. This is not a hoax or a joke, I just want some answers and to know t",04/30/2021,05/20/2021,
https://nuforc.org/sighting/?id=162873,04/27/2021 07:00,Tallahassee,FL,USA,Unknown,"I arrived at work and I parked my car in front of the building. The sky was clear without clouds. As I was walking, I looked into the s",04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=162853,04/27/2021 04:40,Bladenboro,NC,USA,Light,"35-30 bright ""stars"" traveling the same speed and equal distances apart",04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=162944,04/27/2021 04:00,Okemos,MI,USA,Triangle,"On the morning of April 27th, 2021 I was sitting outside smoking cigarettes under my deck at approximately 4:00 in the morning near Eas",05/03/2021,05/20/2021,
https://nuforc.org/sighting/?id=162863,04/26/2021 23:00,Reading,PA,USA,Triangle,"Stable in one spot in sky! Looked through binoculars and saw triangle shape with red, green and white lights turning off and on with ci",04/26/2021,05/20/2021,
https://nuforc.org/sighting/?id=162877,04/26/2021 22:00,Res Moines,IA,USA,Other,"I was in my front yard looking at the Super Pink Moon with my neighbor in the evening on the eveningof April 26th, 2021. We were both u",04/28/2021,05/20/2021,
https://nuforc.org/sighting/?id=162869,04/26/2021 21:25,Cleveland,TX,USA,Oval,Something astounding in the skies of southeast Texas....,04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=163567,04/26/2021 21:00,Cedarville,OH,USA,Oval,"Three orange orbs spotted in Ohio country side, not moving until they each disappeared.",06/03/2021,07/31/2021,
https://nuforc.org/sighting/?id=162916,04/26/2021 19:29,Houston,TX,USA,Unknown,Flashing an Streaking object near the moon,05/02/2021,05/20/2021,
https://nuforc.org/sighting/?id=163305,04/26/2021 17:44,Edmonds,WA,USA,,MADAR Node 61,05/20/2021,05/20/2021,
https://nuforc.org/sighting/?id=163461,04/26/2021 14:00,Tallahassee,CA,USA,Circle,Ufo spotted in Florida,05/24/2021,07/31/2021,
https://nuforc.org/sighting/?id=162850,04/26/2021 06:21,Fort Myers,FL,USA,Other,"Fast moving light seen in early morning sky of Fort myers, Florida.",04/26/2021,05/20/2021,
https://nuforc.org/sighting/?id=162871,04/26/2021 03:00,Lubbock,TX,USA,Unknown,Bright white beam shot towards me while floating white lit craft hovers 2 and a half feet above back yard.,04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=163314,04/26/2021 01:25,Mt. Vernon,IN,USA,,MADAR Node 119,05/20/2021,07/31/2021,
https://nuforc.org/sighting/?id=162852,04/26/2021 00:30,New Britain,CT,USA,Unknown,Chrome blue light moving quickly and curving from northwest to dew north.,04/26/2021,05/20/2021,
https://nuforc.org/sighting/?id=162854,04/26/2021 00:30,Calgary (Canada),AB,Canada,Circle,"Erratically fast moving white star like craft, dimmed down and vanished",04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=162859,04/26/2021 00:00,easley,SC,USA,Triangle,"I have never made one of these reports and I am reluctant to make this one. I am prior USAF SSGT, Retire after 23 years of government",04/27/2021,05/20/2021,
https://nuforc.org/sighting/?id=162848,04/25/2021 22:00,North Charleston (Folly Beach),SC,USA,Changing,3 lights in a triangle formations changes shapes and 1 light vanishes,04/26/2021,05/20/2021,
https://nuforc.org/sighting/?id=163302,04/25/2021 19:05,Show Low,AZ,USA,,MADAR Node 74,05/20/2021,05/20/2021,
https://nuforc.org/sighting/?id=162846,04/25/2021 17:00,Hot Springs,AR,USA,Triangle,We saw what looked like a big triangle shaped mirror and I'm assuming you could only see it when the light was shining on it right beca,04/25/2021,05/20/2021,
https://nuforc.org/sighting/?id=163307,04/25/2021 12:54,Swayze,IN,USA,,MADAR Node 22,05/20/2021,05/20/2021,
https://nuforc.org/sighting/?id=162845,04/25/2021 10:15,Gainesville,GA,USA,Sphere,Twinkling lights ball. Stationary in sky before slowly moving away,04/25/2021,05/20/2021,
https://nuforc.org/sighting/?id=163117,04/25/2021 05:38,Santa Claus,IN,USA,,MADAR Node 114,05/13/2021,05/20/2021,
https://nuforc.org/sighting/?id=162844,04/24/2021 22:00,Phoenix,AZ,USA,Sphere,6 objects. Round. Bright as full moon. Size of seeing venus but larger. Moving west to east. 4 in a diamond formation with two followin,04/24/2021,05/20/2021,
https://nuforc.org/sighting/?id=164434,04/24/2021 08:15,Enfield,NH,USA,,Look at the pictures. P,08/26/2021,09/07/2021,
https://nuforc.org/sighting/?id=162832,04/23/2021 23:36,Watauga,TX,USA,Fireball,"Large, Silent, Fireball-like Objects Crossing over Field",04/24/2021,05/20/2021,
https://nuforc.org/sighting/?id=162837,04/23/2021 21:00,Candler,NC,USA,Oval,Watched 3 separate ufos lift up and take off,04/23/2021,05/20/2021,
https://nuforc.org/sighting/?id=162841,04/23/2021 20:55,Branford,CT,USA,Fireball,"Bright orange fireball moving slow speed over trees, hovering and disappearing. Second encounter recorded, clear sky and moonlight.",04/25/2021,05/20/2021,
https://nuforc.org/sighting/?id=162833,04/23/2021 20:30,Gresham,OR,USA,Circle,2 circular aerial objects observed over Gresham Oregon 4/23/21,04/24/2021,05/20/2021,
https://nuforc.org/sighting/?id=162815,04/23/2021 06:30,Blackshear,GA,USA,Circle,Very strange ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),04/23/2021,04/23/2021,
https://nuforc.org/sighting/?id=162822,04/23/2021 06:00,Vero Beach,FL,USA,Light,I was driving and saw something strange in the sky. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),04/23/2021,04/23/2021,
https://nuforc.org/sighting/?id=162814,04/23/2021 06:00,Mechanicsville,VA,USA,Circle,Ball in the sky ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),04/23/2021,04/23/2021,
https://nuforc.org/sighting/?id=162824,04/23/2021 05:59,St. Augustine,FL,USA,Light,"2 extremely bright lights appeared over east coast nearly simultaneously. One appeared to catch fire and fall towards ocean, second app",04/23/2021,04/23/2021,
https://nuforc.org/sighting/?id=162819,04/23/2021 05:58,Durham,NC,USA,Cone,A cone of light coming from the sky unlike anything I have ever seen. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),04/23/2021,04/23/2021,
https://nuforc.org/sighting/?id=170446,04/23/2021 05:56,Post falls,ID,USA,Unknown,Weird metallic exhaust or vapor trail,07/14/2022,09/09/2022,
https://nuforc.org/sighting/?id=162823,04/23/2021 05:55,I-16 south,GA,USA,Sphere,Noticed a intense light that was covering a large area in the sky. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),04/23/2021,04/23/2021,
https://nuforc.org/sighting/?id=162820,04/23/2021 05:54,Parrish,FL,USA,Light,Two bright lights one flashing with a descending expanding ring. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),04/23/2021,04/23/2021,
