details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=171726,07/31/2022 22:52,Cuenca,,Ecuador,Light,Triangle shape moving lights,09/12/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=170886,07/31/2022 21:59,West Lafayette,OH,USA,Light,Bright circle light moving through sky.,08/04/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170856,07/31/2022 21:45,Burr Ridge,IL,USA,Other,"Strange red, blue and black craft in the sky and green light below it just above the tree line",08/01/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170802,07/31/2022 21:25,"Lingan, Cape Breton Island",NS,Canada,Cylinder,We were waiting for fireworks to start across the harbour when we noticed it...,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170804,07/31/2022 21:15,Conway,SC,USA,Orb,Round bright white light go in a straight line like I’m in Conway Hills heading like going Columbia South Carolina Way,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=171567,07/31/2022 21:11,Keyser,WV,USA,Orb,Saw an orb that interacted with me.,09/04/2022,09/09/2022,
https://nuforc.org/sighting/?id=170799,07/31/2022 20:43,gressham,OR,USA,Unknown,A single soft red light that pulsed three times then disappeared,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170808,07/31/2022 20:30,Eddyville,KY,USA,Changing,"3 craft were flying. 2 disappeared 1 hovered, made 90 degree turn, then became an oval balloon looking craft, then disappeared",07/31/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170800,07/31/2022 20:20,Carpinteria,CA,USA,Diamond,I saw this disk above my head I just can't think of what it could be,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170794,07/31/2022 17:00,Tacoma,WA,USA,Orb,Multiple bright lights,08/01/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170823,07/31/2022 10:26,Syosset,NY,USA,Circle,White round,07/31/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170807,07/31/2022 09:57,Charlotte,NC,USA,Circle,Bright white light that moved fairly quickly then turned red and dim until no longer visible NOT ISS,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170805,07/31/2022 06:30,Burnet,TX,USA,Circle,Took 3 photos . It changed shape progressively,07/31/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=173582,07/31/2022 05:04,,PA,USA,Orb,I caught the white orb on camera I also had what look like a star w blinking lights like a rainbow,12/26/2022,03/06/2023,
https://nuforc.org/sighting/?id=170888,07/31/2022 02:30,Seattle,WA,USA,Formation,Viewed 3 lights in a line and another single light fly in formation over Puget sound from South to north,08/04/2022,09/09/2022,
https://nuforc.org/sighting/?id=170827,07/31/2022 02:00,Naples,FL,USA,Rectangle,Bright white light looks square,07/31/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170815,07/31/2022 01:00,Near Chicago Area,IL,USA,Orb,"Bright light, almost like a very bright star, slowly hovering laterally, then making a turn back above the clouds",07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170826,07/31/2022 01:00,Tacoma,WA,USA,Light,"Lights in forest and coming into my room, during day it looks a silhouette of transparent heat waves,",07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=175068,07/31/2022 00:47,Goshen,CT,USA,Other,Dim but distinct shaped object in the night sky.,03/20/2023,04/09/2023,Y
https://nuforc.org/sighting/?id=170867,07/30/2022 23:45,Flemington,NJ,USA,Diamond,Hovering object in the southeast sky about 30 degrees above the horizon,08/03/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=170828,07/30/2022 23:05,Fremont,CA,USA,Disk,Fastest UFO flying very close,07/30/2022,09/09/2022,
https://nuforc.org/sighting/?id=170914,07/30/2022 23:01,Bella Vista,AR,USA,Cigar,A disk that had lights on it hovered over the lake and disappeared in a blink of an eye.,08/04/2022,09/09/2022,
https://nuforc.org/sighting/?id=170812,07/30/2022 22:35,Dorchester,MA,USA,Rectangle,Looked up & saw a large pulsing ball of light. Took video & enlarged it 2x’s & noticed it’s actually a rectangle of light,07/31/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170829,07/30/2022 21:25,Dalton Gardens,ID,USA,Orb,Satellite type of light moving horizontally west to east disappearing,07/30/2022,09/09/2022,
https://nuforc.org/sighting/?id=170803,07/30/2022 21:12,Philadelphia,PA,USA,Orb,Flying orb or sphere that changes colors and physical form.,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=172405,07/30/2022 21:00,Harrisburg,PA,USA,Unknown,It's orbs all on me,10/23/2022,12/22/2022,
https://nuforc.org/sighting/?id=170831,07/30/2022 20:45,Wexford,PA,USA,Cigar,"I think it was the chinese ship, it was tumbling and clearly visible with my scope. I have video and stills.",07/30/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170796,07/30/2022 19:52,Mossy Point,New South Wales,Australia,Cross,"A white light, which looked like a planet, moved erratically, to eliminate it being a plane or satellite. Refer video.",07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170814,07/30/2022 19:28,Newark,NJ,USA,Orb,25-30 white orbs coming from behind a cloud over Newark and slowly vanishing,07/31/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170824,07/30/2022 17:00,Hicksville,NY,USA,Other,Black orb,07/31/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=170839,07/30/2022 15:35,Chenoa,IL,USA,Oval,Oval moving slightly north east to slightly south west.,08/01/2022,09/09/2022,
https://nuforc.org/sighting/?id=170836,07/30/2022 09:20,River Forest,IL,USA,Sphere,Saw two silver spherical shapes in the sky which moved slowly eastward. They could by balloons but I thought I would file a report anyw,07/30/2022,09/09/2022,
https://nuforc.org/sighting/?id=170760,07/30/2022 02:40,Sydney,New South Wales,Australia,Orb,Floating translucent orb,07/29/2022,09/09/2022,
https://nuforc.org/sighting/?id=170759,07/30/2022 02:20,Eudora,KS,USA,Light,I saw a star move then take off,07/30/2022,09/09/2022,
https://nuforc.org/sighting/?id=173037,07/30/2022 01:47,North Dartmouth,MA,USA,Circle,Woke up to see a very bright light emitting showers of sparks moving South to North,11/16/2022,12/22/2022,
https://nuforc.org/sighting/?id=170752,07/30/2022 01:30,Randolph,VT,USA,Light,My husband and I saw a distinct large light hovering in the sky rotating for roughly a half hour.,07/30/2022,09/09/2022,
https://nuforc.org/sighting/?id=170769,07/30/2022 01:30,Treknow,Cornwall,United Kingdom,Orb,"Bright Orb, moving very slowly, changed course left in a smooth like fashion, doubled back on itself quickly, light remained but dimmed",07/29/2022,09/09/2022,
https://nuforc.org/sighting/?id=170833,07/30/2022 00:37,Gothenburg,Västra Götaland County,Sweden,,My firend recorded this sighting while he was working. He send what he recorded via snapchat. He was looking for an answer.,07/30/2022,09/09/2022,
https://nuforc.org/sighting/?id=170845,07/30/2022 00:30,Maupin,OR,USA,Oval,Unknown Object hovering beyond canyon,08/02/2022,09/09/2022,
https://nuforc.org/sighting/?id=170818,07/30/2022 00:20,Grand Junction,CO,USA,Disk,Some multiple crafts from back porch,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170822,07/30/2022 00:00,Penn Run,PA,USA,Orb,The craft REACTED to me in a way that made it apparent it was observing me as it mimicked my motions and those of my lighter.,07/31/2022,09/09/2022,
https://nuforc.org/sighting/?id=170764,07/29/2022 23:00,Florence,KY,USA,Light,"Balls of light mistaken for distant stars but they would come closer and farther drift together and apart. Crescent light, 10 ufo minim",07/29/2022,09/09/2022,
https://nuforc.org/sighting/?id=170771,07/29/2022 23:00,Ipswich,Suffolk,United Kingdom,Light,2 lights round crossing each other turning fast,07/29/2022,09/09/2022,
