details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=164695,09/30/2021 22:50,Ocala,FL,USA,,Object traveling across the sky with two distinct long flames trailing the craft,10/01/2021,10/19/2021,
https://nuforc.org/sighting/?id=164698,09/30/2021 22:49,Atlanta,GA,USA,Fireball,Maybe a meteor?,10/01/2021,10/19/2021,
https://nuforc.org/sighting/?id=164700,09/30/2021 21:45,Lakeland,GA,USA,Other,Straight light 60 foot long witness two police,09/30/2021,10/19/2021,
https://nuforc.org/sighting/?id=164701,09/30/2021 21:25,Grand Haven,MI,USA,Light,"Single, Bright Object moving like a Heartbeat Waveform for 30-45 Seconds.. Looked away for a few seconds, then it was gone.",09/30/2021,10/19/2021,
https://nuforc.org/sighting/?id=164697,09/30/2021 20:59,Lewis Center,OH,USA,Triangle,Traveling east on Lewis Center Rd I spotted what I initially thought was lights from a cell phone tower. This was odd because I did not,10/01/2021,10/19/2021,
https://nuforc.org/sighting/?id=164819,09/30/2021 20:40,Fenton,MI,USA,Oval,Bright white oval object seen over Fenton,10/05/2021,10/19/2021,
https://nuforc.org/sighting/?id=164693,09/30/2021 20:30,Los Angeles,CA,USA,Orb,Two bright star like objects wink out over Los Angeles.,10/01/2021,10/19/2021,
https://nuforc.org/sighting/?id=164870,09/30/2021 19:02,Franklin,KY,USA,,MADAR Node 54,10/09/2021,10/19/2021,
https://nuforc.org/sighting/?id=177022,09/30/2021 18:00,Boston,MA,USA,Cylinder,"My partner and I saw 2 UFO’s at close range to a our house. A neighbor also saw a UFO, and they saw a living object.",07/26/2023,07/29/2023,
https://nuforc.org/sighting/?id=164702,09/30/2021 16:18,Whittier,CA,USA,Changing,Today September 30th at 4:18 pm I witnessed a ufo leaving Griffin park from Whittier rosehill cemetery Heading East at a very high spee,09/30/2021,10/19/2021,
https://nuforc.org/sighting/?id=164705,09/30/2021 14:00,Tampa,FL,USA,Circle,White Balloon Objects moving across sky,09/30/2021,10/19/2021,
https://nuforc.org/sighting/?id=164709,09/30/2021 00:08,Albany,NY,USA,Sphere,"As I was driving down Washington Avenue in Albany, Ny I noticed a red sphere floating across the sky just below or even with the clouds",09/29/2021,10/19/2021,
https://nuforc.org/sighting/?id=164712,09/29/2021 21:15,Miamisburg,OH,USA,Triangle,"A small, triangular object that was orange; it reminded me of a flame; was moving at a slow steady pace and appeared low and close.",09/29/2021,10/19/2021,
https://nuforc.org/sighting/?id=174831,09/29/2021 18:31,Huntington Beach,CA,USA,Sphere,We saw 2 orbs turn into 3 orbs then into 4 orbs.,03/01/2023,03/06/2023,
https://nuforc.org/sighting/?id=167185,09/29/2021 17:58,Egg Harbor,NJ,USA,Changing,"low altitude, quiet/silent object with visible distortion around and in front of it",03/21/2022,04/22/2022,Y
https://nuforc.org/sighting/?id=164862,09/29/2021 12:49,Newburgh,IN,USA,,MADAR Node 142,10/09/2021,10/19/2021,
https://nuforc.org/sighting/?id=177362,09/29/2021 11:00,Oxnard,CA,USA,Light,"My wife and I were subathing in the backyard and listening to music when we both saw a bright light, more of an orb, hovering above",08/06/2023,09/10/2023,
https://nuforc.org/sighting/?id=164860,09/29/2021 05:50,Nanuet,NY,USA,,MADAR Node 180,10/09/2021,10/19/2021,
https://nuforc.org/sighting/?id=164856,09/29/2021 01:00,Wittenberg,WI,USA,Oval,Sighting of unexplained,10/08/2021,10/19/2021,
https://nuforc.org/sighting/?id=164717,09/28/2021 21:00,Cape Coral,FL,USA,Circle,"white round objects, later a flash of bright red light",09/29/2021,10/19/2021,
https://nuforc.org/sighting/?id=168519,09/28/2021 20:10,Beacon,NY,USA,Other,While driving home from work I saw six very bright lights to my right and then a boomerang shaped craft was directly over my car.,06/05/2022,06/22/2022,
https://nuforc.org/sighting/?id=164868,09/28/2021 12:38,Garrettsville,OH,USA,,MADAR Node 64,10/09/2021,10/19/2021,
https://nuforc.org/sighting/?id=164871,09/28/2021 04:52,Star Valley,AZ,USA,,MADAR Node 53,10/09/2021,10/19/2021,
https://nuforc.org/sighting/?id=164723,09/28/2021 02:42,Corpus Christi,TX,USA,Oval,On Sept 28th 2021 at 2:42am while taking out the trash I witnessed something incredible. At first I thought it was a group of white,09/28/2021,10/19/2021,
https://nuforc.org/sighting/?id=164708,09/28/2021 00:00,Baldwin,NY,USA,Orb,Object was hovering not sure how hi very bright orbital. I’m sending pictures,09/29/2021,10/19/2021,
https://nuforc.org/sighting/?id=164725,09/27/2021 23:20,Devon,PA,USA,Sphere,Chemo out of the sky like a meteor then level off and then became two objects and then became one and then became too and disappeared,09/28/2021,10/19/2021,
https://nuforc.org/sighting/?id=164724,09/27/2021 23:09,Miami,FL,USA,Triangle,A triangular-shaped aircraft moved very smoothly from North to South. It had very dim lights on the front 2 sides of the triangle >.,09/28/2021,10/19/2021,
https://nuforc.org/sighting/?id=165566,09/27/2021 22:00,Blowing Rock,NC,USA,Light,I saw three lights in the sky that approached my car on the Parkway before I was turned around.,11/26/2021,12/19/2021,Y
https://nuforc.org/sighting/?id=164732,09/27/2021 20:05,Myrtle Beach,NC,USA,Formation,Three lights the size of stars circle each other in the sky.,09/27/2021,10/19/2021,
https://nuforc.org/sighting/?id=164722,09/27/2021 19:30,Princeton,WV,USA,Other,orange streaks in Princeton WV,09/28/2021,10/19/2021,
https://nuforc.org/sighting/?id=164720,09/27/2021 19:23,Tooele,UT,USA,Light,Watched jet chase light that disappeared 2-3 times,09/28/2021,10/19/2021,
https://nuforc.org/sighting/?id=172444,09/27/2021 15:15,Riverview,MI,USA,Disk,2 metallic discs hovering over school,10/21/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=164728,09/27/2021 14:30,Manhattan Beach,CA,USA,Disk,I was actually surfing just south of the Manhattan Beach pier & sitting on my board. There was an object that caught my eye. I thought,09/27/2021,10/19/2021,
