details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=163878,06/30/2021 22:50,Salina,KS,USA,Cylinder,Long orange light in the sky traveling north,06/30/2021,08/16/2021,
https://nuforc.org/sighting/?id=163880,06/30/2021 21:24,Felpham/Bognor Regis (UK/England),,United Kingdom,Light,My husband and I were on the beach at Felpham West Sussex and noticed a light appearing and disappearing in different spots.It was cons,06/30/2021,08/16/2021,
https://nuforc.org/sighting/?id=170173,06/30/2021 13:00,,NV,USA,Cigar,"Metallic looking blimp. Moving across mountain top, object was close enough to easily see, it was making no noise.",06/30/2022,09/09/2022,
https://nuforc.org/sighting/?id=164131,06/30/2021 05:43,Jonesboro,AR,USA,,MADAR Node 143,07/23/2021,08/16/2021,
https://nuforc.org/sighting/?id=163887,06/29/2021 23:35,Dayton,OH,USA,Light,"Bright light shifts, dims, suddenly accelerates and disappears.",07/02/2021,08/16/2021,
https://nuforc.org/sighting/?id=163862,06/29/2021 22:30,Charlotte,NC,USA,Orb,"White Light Cruising Over Charlotte, Stopped, Then Continued While Pulsing, No Sound",06/29/2021,08/16/2021,
https://nuforc.org/sighting/?id=163868,06/29/2021 20:30,Worthington,OH,USA,Teardrop,Three small craft moving silently over railroad tracks,07/01/2021,08/16/2021,
https://nuforc.org/sighting/?id=164052,06/28/2021 23:11,Edison,NJ,USA,Other,H SHAPE CRAFT SEEN BY EDISON NJ,07/13/2021,08/16/2021,
https://nuforc.org/sighting/?id=163823,06/28/2021 22:50,Lakebay,WA,USA,Rectangle,Helicopter follows black rectangular craft near Tacoma WA,06/28/2021,08/16/2021,
https://nuforc.org/sighting/?id=167182,06/28/2021 22:30,Boardman,OH,USA,Circle,June 18.2021 orange lights in triangle,03/21/2022,04/22/2022,Y
https://nuforc.org/sighting/?id=163937,06/28/2021 15:48,Brandon,FL,USA,Triangle,"At 3:47 pm at the end of June, I had the urge to leave my work desk (insurance agent) and eat crackers while looking out the window. I",07/08/2021,08/16/2021,
https://nuforc.org/sighting/?id=178498,06/28/2021 11:10,Okarche,OK,USA,Other,Unusually shaped rotating object in a daytime sky,09/28/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=168198,06/28/2021 02:24,Millersburg,OH,USA,Cylinder,Flickering “craft” moving in different directions and slow. Seemed to change shape when flashing,05/22/2022,06/22/2022,Y
https://nuforc.org/sighting/?id=163883,06/28/2021 00:45,Stockbridge,MI,USA,Rectangle,I was driving around 12:45 AM in the morning coming back from work when I first saw the object. Sometimes farmers go into the baseball,07/02/2021,08/16/2021,
https://nuforc.org/sighting/?id=163826,06/27/2021 22:45,Yakima,WA,USA,Light,Bright light in sky,06/28/2021,08/16/2021,
https://nuforc.org/sighting/?id=163831,06/27/2021 22:00,Wilton,CT,USA,Light,3 lights moving north,06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=163867,06/27/2021 21:50,Aubrey,TX,USA,Circle,"Bright, possibly spinning object videoed traveling east to west at a steady rate in late evening.",07/01/2021,08/16/2021,
https://nuforc.org/sighting/?id=163830,06/27/2021 21:30,Upper Tract,WV,USA,Light,"At approximately 21:30 we witnessed the brightest planet type light I have ever seen traveling east to west. From my point of view, th",06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=163835,06/27/2021 21:24,Oakley,CA,USA,Circle,My first UFO sighting,06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=163825,06/27/2021 21:20,Mililani,HI,USA,Oval,White round object traveling fast making 90 degree turns,06/28/2021,08/16/2021,
https://nuforc.org/sighting/?id=173955,06/27/2021 21:03,San Diego,CA,USA,Light,Floating light formation kept hovering and dimming in and out but zero movement what so ever,01/15/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=163834,06/27/2021 18:30,Bray (Ireland),,Ireland,Sphere,"My 10 year old son witnessed and photographed a small bright light high in the sky in Bray, Wicklow, Ireland that appeared from above",06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=163829,06/27/2021 18:00,Northridge,CA,USA,Triangle,"Saw a large shiny object in the sky that had two bright lights on either side. It was shiny and hovering, planes flying behind and infr",06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=163828,06/27/2021 17:00,Ottawa (Canada),ON,Canada,Cylinder,"Looking up at an overcast sky, the ufo came into view below the cloud cover from the west and steadily made it's way east without a sou",06/28/2021,08/16/2021,
https://nuforc.org/sighting/?id=163876,06/27/2021 13:22,Star,ID,USA,Disk,Disc moving slowly overhead while sitting in our backyard.,06/30/2021,08/16/2021,
https://nuforc.org/sighting/?id=163838,06/27/2021 04:47,Selma,AL,USA,Circle,White star like dot moving across sky before day light.,06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=164110,06/27/2021 03:17,Watsonville,CA,USA,,MADAR Node 105,07/21/2021,08/16/2021,
https://nuforc.org/sighting/?id=164108,06/27/2021 01:25,Mt. Vernon,IN,USA,,MADAR Node 119,07/21/2021,08/16/2021,
https://nuforc.org/sighting/?id=163832,06/27/2021 00:07,Nampa,ID,USA,Sphere,The black object appeared coming from Kuna Traveling over Nampa ( crossing Greenhurst/12th) towards Boise direction. The object was bl,06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=164111,06/26/2021 21:16,Millerton,PA,USA,,MADAR Node 104,07/21/2021,08/16/2021,
https://nuforc.org/sighting/?id=163839,06/26/2021 21:00,Methuen,MA,USA,Light,I saw 1 orange light heading diagonal across my view and was slowly fading. I heard a small noise but once it disappeared I didn’t see,06/26/2021,08/16/2021,
https://nuforc.org/sighting/?id=163841,06/26/2021 18:00,Edgewood,NM,USA,Circle,"White circle, above clouds, moving slowly against wind",06/26/2021,08/16/2021,
https://nuforc.org/sighting/?id=170373,06/26/2021 16:20,Saginaw,TX,USA,Unknown,Taking pictures of a weather balloon and captured UAP.,07/07/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=163861,06/26/2021 13:32,Marathon,NY,USA,Egg,say a egg shaped craft fly over me and my friend,06/29/2021,08/16/2021,
https://nuforc.org/sighting/?id=166525,06/26/2021 12:52,Paradise Springs,CA,USA,Sphere,Floating sphere like metallic object floated with intelligence over the trees.,02/01/2022,03/04/2022,
https://nuforc.org/sighting/?id=163833,06/26/2021 00:00,Palm Coast,FL,USA,Oval,PALM COAST FLORIDA UFO SIGHTING,06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=163837,06/25/2021 21:30,Benton,LA,USA,Triangle,Triangular shaped craft silently skating/ flying over house and neighborhood,06/27/2021,08/16/2021,
https://nuforc.org/sighting/?id=163849,06/25/2021 05:30,Lexington,VA,USA,Oval,Strange but very beautiful,06/26/2021,08/16/2021,
