details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=170869,11/30/2021 21:30,Rossville,GA,USA,Orb,"A bright orb coming towards my window, which became two alien beings.",08/03/2022,09/09/2022,
https://nuforc.org/sighting/?id=165598,11/30/2021 21:00,New Smyrna Beach,FL,USA,Other,Object darting in the sky.,11/30/2021,12/19/2021,
https://nuforc.org/sighting/?id=165735,11/30/2021 18:00,Willow Grove,PA,USA,Triangle,"Boomerang-type UFO sighting in Willow Grove, PA",12/05/2021,12/19/2021,
https://nuforc.org/sighting/?id=165736,11/30/2021 18:00,Los Angeles (Malibu),CA,USA,Light,A craft with a long light moving across the sky,12/05/2021,12/19/2021,Y
https://nuforc.org/sighting/?id=165604,11/30/2021 17:00,Plymouth,MA,USA,Circle,A bright light in the sky from some kind of craft and it’s movement and speeds were erratic.,12/01/2021,12/19/2021,Y
https://nuforc.org/sighting/?id=173285,11/30/2021 16:06,Branson west,MO,USA,Circle,Thought it was airplane with landing lite on,12/04/2022,12/22/2022,
https://nuforc.org/sighting/?id=165605,11/30/2021 12:00,Waukesha,WI,USA,Light,Bright light about 30 degree off the southern horizon that appeared to shoot up almost instantly.,12/01/2021,12/19/2021,
https://nuforc.org/sighting/?id=166300,11/30/2021 09:15,Garrettsville,OH,USA,,MADAR Node 64,01/18/2022,03/04/2022,
https://nuforc.org/sighting/?id=165618,11/29/2021 23:00,Palm Harbor,FL,USA,Triangle,Triangle craft heading SE to NW across evening sky,12/02/2021,12/19/2021,
https://nuforc.org/sighting/?id=165600,11/29/2021 20:00,Branford CT,CT,USA,Disk,Saw crafts in Nevada may 2021 and seen 3 light craft since every night in my home state CT,11/30/2021,07/10/2023,Y
https://nuforc.org/sighting/?id=165610,11/29/2021 19:00,Fort Collins,CO,USA,Orb,"Two separate orbs of warm light like fire. Arcing flight path, no sound. Maybe a thousand ft elevation? Moving slow.",12/01/2021,12/19/2021,
https://nuforc.org/sighting/?id=166292,11/29/2021 18:43,Portage,KS,USA,,MADAR Node 178,01/18/2022,03/04/2022,
https://nuforc.org/sighting/?id=165595,11/29/2021 17:00,Newark,DE,USA,Disk,I saw a very large black cloud like structure and within minutes disappeared,11/29/2021,12/19/2021,Y
https://nuforc.org/sighting/?id=165593,11/29/2021 16:30,Olympia,WA,USA,Circle,Bright stationery light 40 degrees from horizon due south from address given,11/29/2021,12/19/2021,
https://nuforc.org/sighting/?id=166302,11/29/2021 15:12,Franklin,KY,USA,,MADAR Node 33,01/18/2022,03/04/2022,
https://nuforc.org/sighting/?id=166303,11/29/2021 11:56,Franklin,KY,USA,,MADAR Node 33,01/18/2022,03/04/2022,
https://nuforc.org/sighting/?id=166301,11/29/2021 11:55,Port Angeles,WA,USA,,MADAR Node 49,01/18/2022,03/04/2022,
https://nuforc.org/sighting/?id=165594,11/29/2021 09:30,London,London Borough of Camden,United Kingdom,Rectangle,Pale blue/green rectangle with 8 lights,11/30/2021,12/19/2021,
https://nuforc.org/sighting/?id=165590,11/29/2021 04:00,Lumberton,NC,USA,Triangle,"I was traveling North bound on I95 on 29 NOV 21 at approximately 4am EST and witnessed a triangle shaped object, slowly flying south",11/29/2021,12/19/2021,
https://nuforc.org/sighting/?id=166290,11/29/2021 01:01,Buffalo,NY,USA,,MADAR Node 184,01/18/2022,03/04/2022,
https://nuforc.org/sighting/?id=165622,11/29/2021 01:00,Absecon,NJ,USA,Chevron,"Witness a triangular shaped object fly over my home on November 30, 2001 approximately 12:30-1:00 am. Crystal clear night sky.",12/02/2021,12/19/2021,Y
https://nuforc.org/sighting/?id=170683,11/28/2021 23:21,North Highlands,CA,USA,Changing,This anomaly appeared to be a very large living creature that communicated with me and a person that was present,07/25/2022,09/09/2022,
https://nuforc.org/sighting/?id=166291,11/28/2021 22:03,Buffalo,NY,USA,,MADAR Node 184,01/18/2022,03/04/2022,
https://nuforc.org/sighting/?id=165599,11/28/2021 22:00,Des Moines,IA,USA,Rectangle,"Driving at night and saw a large rectangular ""float"""" in the sky moving slowly noiseless. Bright lights clearly defined the ufo. 3min",11/30/2021,12/19/2021,
https://nuforc.org/sighting/?id=166299,11/28/2021 15:32,Walla Walla,WA,USA,,MADAR Node 130,01/18/2022,03/04/2022,
