details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=162249,02/28/2021 22:00,Joseph City,AZ,USA,Disk,Bright disc descended behind flying rock mountain,03/01/2021,03/02/2021,
https://nuforc.org/sighting/?id=162247,02/28/2021 21:50,Monterrey (Mexico),,Mexico,Changing,"I was putting my clothes to dry, when i noticed something floating but moving slowly in the sky , floating realtively close to the hous",02/28/2021,03/02/2021,
https://nuforc.org/sighting/?id=162308,02/28/2021 21:15,Rancho Palos Verdes,CA,USA,Cigar,"Bright, fast bar of light in the sky in Southern CA on 2/28/21 at 9:15PM",03/01/2021,03/31/2021,
https://nuforc.org/sighting/?id=162386,02/28/2021 20:14,North Port,FL,USA,,MADAR Node 147,03/16/2021,03/31/2021,
https://nuforc.org/sighting/?id=162523,02/28/2021 20:10,Rockaway,NY,USA,Light,i was driving and seen a light shoot straight up in the sky i looked around to make sure i wasn't bugging but i swear i know what i see,03/29/2021,03/31/2021,
https://nuforc.org/sighting/?id=162279,02/28/2021 18:00,Pass a grill Beach,FL,USA,Circle,My husband and I were sitting on pass a grill beach waiting for the sun to set. I noticed a bright shiny metallic circular looking craf,03/04/2021,03/31/2021,
https://nuforc.org/sighting/?id=164070,02/28/2021 16:52,Longwood,FL,USA,Changing,"Large shape shifting geometrical craft, with one highly reflective side, maneuvered in sky above for 2 min in silence.",07/13/2021,08/16/2021,
https://nuforc.org/sighting/?id=162397,02/28/2021 16:06,Jonesboro,AR,USA,,MADAR Node 143,03/17/2021,03/31/2021,
https://nuforc.org/sighting/?id=162407,02/28/2021 14:14,Kansas City,MO,USA,,MADAR Node 40,03/17/2021,03/31/2021,
https://nuforc.org/sighting/?id=162290,02/28/2021 13:30,West Richland,WA,USA,Flash,"Driving down keene in west richland facing Rattlesnake mountain. I observed a metallic flash in the sky, almost as if a light was shine",03/02/2021,03/31/2021,
https://nuforc.org/sighting/?id=162304,02/28/2021 08:20,Kennewick,WA,USA,Triangle,Huge black triangle with 3-4 lights on the sides floating above my house.,02/28/2021,03/31/2021,
https://nuforc.org/sighting/?id=162388,02/28/2021 06:56,Garrettsville,OH,USA,,MADAR Node 64,03/16/2021,03/31/2021,
https://nuforc.org/sighting/?id=162238,02/27/2021 23:30,Danvers,MA,USA,Light,"Last night on the 27th of February 2021, I was on my 5th floor balcony when I noticed a bright light coming from the Southeast. This is",02/28/2021,03/02/2021,
https://nuforc.org/sighting/?id=164173,02/27/2021 22:45,Ft. Myers,FL,USA,Diamond,"Bright red object seen hovering over Ft. Myers, Florida.",07/28/2021,08/16/2021,
https://nuforc.org/sighting/?id=162233,02/27/2021 17:00,Santa Ana,CA,USA,Fireball,Very large falling & blue-white flaming ball falling into earth. So low it looked as if it was going to strike the ground. Huge & fast.,02/27/2021,03/02/2021,
