details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=167707,04/30/2022 22:40,Quapaw,OK,USA,Disk,Motorized disco ball moving with ZERO sound across sky.,04/30/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=167702,04/30/2022 22:30,Witnica,,Poland,Formation,"oblong, large and long structure",05/01/2022,05/31/2022,
https://nuforc.org/sighting/?id=167604,04/30/2022 22:18,Lincoln,NH,USA,Changing,Changing from diamond to square,04/23/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=167697,04/30/2022 22:08,Sodus,NY,USA,Sphere,"4 spherical, all of different luminosity fasind/brightening. The brightest remained always while others drifted in and out of sight. Br",05/01/2022,05/31/2022,
https://nuforc.org/sighting/?id=167834,04/30/2022 21:10,Moab,UT,USA,Circle,Saw circle shaped object with green and red lights flying fast at different altitudes,05/11/2022,05/31/2022,
https://nuforc.org/sighting/?id=167755,04/30/2022 21:00,Binghamton,NY,USA,Sphere,"Orange/reddish light, slightly pulsating in brightness (~4 sec intervals) moving from southeast to south. Occured 3 times.",05/06/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=170182,04/30/2022 17:45,Brooklyn,NY,USA,Formation,I looked in the bright blue sky and saw a large formation of white discs.,07/01/2022,09/09/2022,Y
https://nuforc.org/sighting/?id=167712,04/30/2022 14:55,Fountain Valley,CA,USA,Egg,I saw two quick moving white egg shaped objects,04/30/2022,05/31/2022,
https://nuforc.org/sighting/?id=168444,04/30/2022 12:30,Biloxi,MS,USA,Triangle,"Shiny metallic triangle that approached Military helicopter, with blue light on bottom and accelerated at incredible speed",06/01/2022,06/22/2022,Y
https://nuforc.org/sighting/?id=167730,04/30/2022 05:50,Oneida,TN,USA,Circle,Watched this thing for at least 20 minutes. It never moved,05/02/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=167709,04/30/2022 05:35,Lafayette,LA,USA,Light,Glowing big starts/ ufos,04/30/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=167710,04/30/2022 05:33,Ephrata,PA,USA,Light,"Noticed lights in sky, not plane or stars",04/30/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=167739,04/30/2022 05:13,Campbell’s Bay,QC,Canada,Sphere,Sphere shape stationary glowing object ((NUFORC Note: Conjunction of Venus and Jupiter. PD)),05/03/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=167816,04/30/2022 04:42,Jonesboro,AR,USA,,MADAR Node 143,05/12/2022,05/31/2022,
https://nuforc.org/sighting/?id=168494,04/30/2022 04:34,Montgomery,PA,USA,Orb,Was night fishing all night when 2 artificial looking orbs appeared in the sky stationary,06/06/2022,06/22/2022,
https://nuforc.org/sighting/?id=167696,04/30/2022 04:30,Elberta,AL,USA,Light,First spotted over water then 6 miles down the road and an hour later the same lights appear at my house ((NUFORC Note: Two planets.)),05/01/2022,05/31/2022,Y
https://nuforc.org/sighting/?id=167708,04/30/2022 04:19,Ocotillo wells,CA,USA,Disk,The ufo came right before Jupiter and venus became visible,04/30/2022,05/31/2022,Y
