details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=176508,03/31/2023 23:00,Quasky,IA,USA,Cube,Craft soundlessly and steadily crossed over a still and moonlit night.,06/28/2023,07/10/2023,
https://nuforc.org/sighting/?id=175172,03/31/2023 22:49,,FL,USA,Circle,I was looking on google maps and saw a strange UFO near area 51,03/31/2023,04/09/2023,
https://nuforc.org/sighting/?id=175181,03/31/2023 21:00,Palm Springs,CA,USA,Circle,We saw a 2 UFO with lights with a red tail we heard rumbling off us.,03/31/2023,04/09/2023,
https://nuforc.org/sighting/?id=175640,03/31/2023 20:30,Brea,CA,USA,Oval,8pm sun was still out large opaque oval in tree about 7 ft in height just up along the tree,05/04/2023,05/19/2023,
https://nuforc.org/sighting/?id=176936,03/31/2023 20:03,Williamsport,PA,USA,Orb,Light orb moved a bit fast then stopped and hovered above my house. Moving different directions. Then disappeared,07/22/2023,07/29/2023,Y
https://nuforc.org/sighting/?id=175179,03/31/2023 19:59,Virginia Beach,VA,USA,Fireball,"Looked like a rocket launch coming up from behind a house, traveled above and past us out of sight.",03/31/2023,04/09/2023,
https://nuforc.org/sighting/?id=175168,03/31/2023 13:49,Staten Island,NY,USA,Changing,A group of oval shape dull lite off white about ten in total attached to color hovered over Staten island and,03/30/2023,04/09/2023,
https://nuforc.org/sighting/?id=175177,03/31/2023 06:35,Athens,OH,USA,Disk,I seen an odd flying object and I stopped and got a video,03/31/2023,04/09/2023,
https://nuforc.org/sighting/?id=175171,03/31/2023 05:50,McKinney,TX,USA,Triangle,Took 2 pics while driving,03/31/2023,04/09/2023,
https://nuforc.org/sighting/?id=175351,03/30/2023 23:34,elyria,OH,USA,Sphere,helicopter circling close to an low object that was silent with a very bright flashing red and blue object,04/13/2023,05/19/2023,
https://nuforc.org/sighting/?id=175180,03/30/2023 20:40,Eagle Creek,OR,USA,Changing,Bright stationary light which turned into another shape with light changing color and brightness and took off North.,03/31/2023,04/09/2023,
