details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=172673,10/31/2022 23:30,Rancho mission viejo,CA,USA,Unknown,It was more like a long light of orange as if an orange light just opened the light sky. No light shinning down or out of he clouds.,11/01/2022,12/22/2022,
https://nuforc.org/sighting/?id=172677,10/31/2022 22:45,New Braunfels,TX,USA,Chevron,Dim gray object flew silently while spreading out into multiple pieces then disappeared,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172679,10/31/2022 19:11,Concord,CA,USA,Light,A circle of light flying in a circle motion creating a perfect circle in the sky an fast,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172666,10/31/2022 15:32,New Port Richey,FL,USA,Disk,Bright white Flashing lights on the craft,11/01/2022,12/22/2022,
https://nuforc.org/sighting/?id=177064,10/31/2022 07:30,Newalla,OK,USA,Sphere,Clear sphere floating in sky,07/28/2023,07/29/2023,
https://nuforc.org/sighting/?id=172744,10/31/2022 06:30,Granite lake,SK,Canada,Disk,"One craft was seen in front of my friends cabin. Craft kept appearing all around us , we watched them for 2 hours",11/01/2022,12/22/2022,
https://nuforc.org/sighting/?id=172989,10/31/2022 04:00,Speculator,NY,USA,Circle,"While I know this was about 40 years ago,I wish someone would find it",11/14/2022,12/22/2022,
https://nuforc.org/sighting/?id=172694,10/31/2022 03:40,Show Low,AZ,USA,Light,Massive neon green light/fireball with second object trailing 10 min later,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172667,10/31/2022 03:00,Saint joe,IN,USA,Circle,I was digging and I found an reptilian creature in the place I was digging there was a big tank out in the middle of the woods,11/01/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172682,10/31/2022 02:49,McMinnville,OR,USA,Light,Bright light changing shape and pulsing a little on front deck as captured by Nest camera.,10/31/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172699,10/31/2022 02:13,Colchester,Essex,United Kingdom,Fireball,Me and 2 other friends were roaming around our campus at the University of Campus when both of us spotted a blue light just race across,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=172697,10/31/2022 00:30,Riverview,NB,Canada,Rectangle,There’s a rectangle shape craft very high up multiple color flashing lights,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=173022,10/30/2022 22:45,Panama city,FL,USA,Light,The light hovered silently in the sky. After 5 or 10 minutes the object shot up in the sky with a bright light that resembled welding.,11/15/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172714,10/30/2022 22:35,Arvada,CO,USA,Oval,Oval shaped object very high moving W to E. Both my Wife and I observed it with the naked eye and binoculars. Definetly not an aircraft,10/30/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172689,10/30/2022 22:30,Davnport. Fl,FL,USA,Light,I don’t know if it’s a drone or a UFO,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172930,10/30/2022 21:50,Homosassa,FL,USA,Circle,We were driving and we seen three perfect circles of light in a perfect formation and they flew really fast and a light shot down we se,11/12/2022,12/22/2022,
https://nuforc.org/sighting/?id=172701,10/30/2022 21:15,Baltimore,MD,USA,Sphere,Around 9:30 or so I was sitting on my bed when out the corner of my eye I spotted a bright orange light moving slowly across the sky,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=172693,10/30/2022 21:00,Denver,CO,USA,Formation,Shape shifting glowing objects flying in formation,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172703,10/30/2022 20:01,Slidell through Covington,LA,USA,Triangle,We were driving back from the movies and we were on the interstate and I saw it from a distance and my son noticed it went over us,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=172704,10/30/2022 19:24,Reading,PA,USA,Circle,4 red steady lights in a large triangular formation,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=172685,10/30/2022 19:05,Rrochester,NH,USA,Light,Bright fire engine light moving from south to north.,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=174190,10/30/2022 18:12,Bloomington,MN,USA,Other,"Two crafts camouflaged as small clouds in Bloomington, MN.",01/29/2023,03/06/2023,
https://nuforc.org/sighting/?id=172790,10/30/2022 17:30,Sacramento,CA,USA,Cone,"Observed a object that changed from a square and ended as a cone. It was white and gold, reflected the sun as it was in daylight.",11/05/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172706,10/30/2022 15:58,Center Point,IA,USA,Other,"3 digital pics of 2 conjoined dark cloud circles with illuminated crown of blue/white light in sky at 4 pm on Sun, 30 Oct 2022.",10/30/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172939,10/30/2022 14:49,Winter Park,FL,USA,Changing,Faqf,11/12/2022,12/22/2022,
https://nuforc.org/sighting/?id=172709,10/30/2022 14:44,Navy yard,DC,USA,Changing,2 UFOS Flying over Washington DC,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=172716,10/30/2022 07:40,Lampasas County,TX,USA,Oval,It was an oval shape with 1 wing. It was moving in an odd way that made me think it is not a satellite.,10/30/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172705,10/30/2022 06:00,Mason City,IA,USA,Unknown,Saw this on my walk,10/30/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172718,10/30/2022 02:30,Annapolis,MD,USA,Orb,Large light aprox 100 ft diameter solid light a flash light but no glare in eyes,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=172719,10/30/2022 02:13,Benson,NC,USA,Cylinder,swaying object in sky,10/29/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172710,10/30/2022 02:00,Tampa,FL,USA,Disk,Photo taken while driving at night,10/30/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172687,10/30/2022 01:45,Jamestown,NY,USA,Light,story is explanatory,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172747,10/30/2022 00:30,Valley View,PA,USA,Light,"2 lights appear, one after another, suddenly disappear, one after another.",11/01/2022,12/22/2022,
https://nuforc.org/sighting/?id=172674,10/29/2022 22:00,Orangeville,ON,Canada,Circle,I have hundreds of photos and hdr photos using Astro cam,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172974,10/29/2022 22:00,Topeka,KS,USA,Triangle,Triangle formation of white lights.,11/12/2022,12/22/2022,
https://nuforc.org/sighting/?id=172729,10/29/2022 22:00,Truxton,NY,USA,Cylinder,"I only saw light, 3 separate objects all alike, first still, then 2 traveled.",10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172700,10/29/2022 21:28,North Royalton,OH,USA,Orb,We saw a light moving very fast approaching and it was too high for a plane and way to fast,10/30/2022,12/22/2022,
https://nuforc.org/sighting/?id=172752,10/29/2022 20:59,Altmar,NY,USA,Oval,Lights flashing and hovering moving up down and diagonal very quickly,11/02/2022,12/22/2022,
https://nuforc.org/sighting/?id=172728,10/29/2022 20:05,Sheffield,Derbyshire,United Kingdom,Disk,Three videos taken during the time of low cloud and a discus type shape moving quickly,10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172724,10/29/2022 19:40,Austin,TX,USA,Oval,Lights moving above the clouds at greatest speeds,10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172393,10/29/2022 19:30,Melrose,MA,USA,Changing,About six red dots about 1000 feet up in the sky,10/23/2022,12/22/2022,
https://nuforc.org/sighting/?id=172760,10/29/2022 19:00,Port charlotte,FL,USA,Cigar,Saw 4 unidentified objects in they sky over a 20 min period,11/02/2022,12/22/2022,
https://nuforc.org/sighting/?id=172688,10/29/2022 18:38,Lancaster,PA,USA,Triangle,Four orange lights hovering and then disappeared,10/31/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172727,10/29/2022 16:27,Allumette Island Quebec,QC,Canada,Cigar,Very large cigar shaped craft traveling quickly in an eastern direction,10/29/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172723,10/29/2022 13:39,Florence,KY,USA,Triangle,"Two pyramid shaped objects appear to be made of highly polished metal, flying in tandem.",10/29/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172754,10/29/2022 12:00,Yucaipa,CA,USA,Circle,A stationary object with pulsing white light was see for more than 20 minutes,11/02/2022,12/22/2022,
https://nuforc.org/sighting/?id=172732,10/29/2022 11:45,Oswego,IL,USA,Cylinder,Shimmering Cylindrical Object,10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172735,10/29/2022 04:40,,-,USA,Unknown,Pilot reported UFO sighting to Jacksonville ARTCC,10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172726,10/29/2022 03:10,Denver,CO,USA,Changing,unknown flying object,10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172725,10/29/2022 02:32,Denver,CO,USA,Chevron,UFO one of 3 seen within 2 hours,10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172672,10/28/2022 23:38,Tuscola,IL,USA,Formation,Stars not stars took pics,11/01/2022,12/22/2022,
https://nuforc.org/sighting/?id=172738,10/28/2022 23:28,Daytona Beach,FL,USA,Formation,Massive Orb fleet over Daytona Beach,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=174261,10/28/2022 22:15,Brawley,CA,USA,Rectangle,The lights were completely still and on/off,02/02/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=172654,10/28/2022 21:54,Amarillo,TX,USA,Circle,Strange light phenomenon spotted moving in a complete circle above my apartment complex.,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172657,10/28/2022 21:35,Kokomo,IN,USA,Changing,We noticed something in the sky moving and we looked up it was massive in size then all of a sudden it takes off and vanished,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172722,10/28/2022 21:30,Springfield,IL,USA,Circle,Noticed a very large bright circular light above my home hovering ..,10/29/2022,12/22/2022,
https://nuforc.org/sighting/?id=172739,10/28/2022 21:30,Santa Clara,CA,USA,Changing,A flashing and big blue colored objects (with red in the edges) flies over the sky quickly,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172737,10/28/2022 21:26,SUSANVILLE,CA,USA,Circle,Oddly slow moving green light coming towards the ground.,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172822,10/28/2022 21:08,Aurora,IL,USA,Sphere,Bright orange sphere flying low without noise or beacons.,11/06/2022,12/22/2022,
https://nuforc.org/sighting/?id=175102,10/28/2022 21:08,NORTH CHELMSFORD,MA,USA,Circle,"I saw lights floating in the sky and moving in odd ways, and then they flew off all at once",03/24/2023,04/09/2023,
https://nuforc.org/sighting/?id=172662,10/28/2022 19:49,Rutherfordton,NC,USA,Disk,Floating white disk of light,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172740,10/28/2022 19:30,Brisbane,Queensland,Australia,Light,On Friday 28/10/22 7:30pm I saw a very fast white light fly past a plane the object was moving east to west close to the horizon,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=173397,10/28/2022 17:05,Montgomery,OH,USA,Changing,Beautiful day sitting in the hot tub Saw multiple objects moving in the sky. Have multiple videos.,12/14/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=175454,10/28/2022 15:07,Red Bluff,CA,USA,Other,My friend said she saw a plane next thing our heads were being swooped by a pill shaped thing that took off down street swooped up did,04/22/2023,05/19/2023,
https://nuforc.org/sighting/?id=172588,10/28/2022 06:41,Wildwood,FL,USA,Unknown,A light from a far distance traveling speeds not currently possible,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172661,10/28/2022 03:00,Birmingham,AL,USA,Disk,I saw it fly in and there was blue lights on it,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172594,10/28/2022 02:30,Shrewsbury,Shropshire,United Kingdom,Triangle,Slow Moving Black Triangle Over Fields,10/28/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172592,10/28/2022 01:00,Las Cruces,NM,USA,Circle,UFO Las Cruces NM,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172690,10/28/2022 00:30,Ashburn,GA,USA,Light,Bright slow moving light with spikes that hovered to south and second craft with bright white/red spike,10/31/2022,12/22/2022,
https://nuforc.org/sighting/?id=172584,10/27/2022 23:59,osage beach,MO,USA,Cylinder,A bright light that nice unnaturally,10/28/2022,12/22/2022,
https://nuforc.org/sighting/?id=172579,10/27/2022 21:30,Lexington,KY,USA,Formation,My dog was barking to go outside and when I turned around there were a massive formation of hovering lights.,10/28/2022,12/22/2022,
