details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=175607,02/28/2023 21:12,Tacoma,WA,USA,Sphere,2 videos and 1 photo,05/02/2023,05/19/2023,
https://nuforc.org/sighting/?id=174786,02/28/2023 20:40,Columbus,GA,USA,Circle,"Brilliantly illuminated, scintillating, disc-shaped objects moving at constant speed. Illumination dimmed as objects passed over city.",03/01/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174764,02/28/2023 20:15,Pearces,NC,USA,Circle,Entire circle was white and very bright with one orb smaller than the other. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=174771,02/28/2023 20:06,Fort Smith,AR,USA,Circle,Two round objects hovering above each other. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=174760,02/28/2023 20:02,Blairsville,GA,USA,Circle,Stationary bright lights in Western sky. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=174996,02/28/2023 19:59,At sea on a cruise ship NW of Cuba enroute to Cozumel,,Cuba,Orb,Blue-white orb moving north to south,03/14/2023,04/09/2023,
https://nuforc.org/sighting/?id=174759,02/28/2023 19:59,Dearing,GA,USA,Circle,"Floating, hovering objects appear to be tethered to the ground possibly balloons on the circumference of each balloon, are four lights,",02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=175254,02/28/2023 19:58,Zephyrhills,FL,USA,Orb,"Feb 28th Zephyrhills, FL 33541 UAP Two Bright White Glowing UAP's Hover over Florida 24hrs After Rocket Launch.",04/07/2023,05/19/2023,Y
https://nuforc.org/sighting/?id=174763,02/28/2023 19:46,Murfreesboro,TN,USA,Light,I noticed it an hour ago. I posted on Twittrer and Facebook. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174772,02/28/2023 19:45,Vineland,NJ,USA,Star,2 stars orbiting each other before breaking apart and flying out of sight,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=175036,02/28/2023 19:34,Canton,OH,USA,Sphere,2 circular objects with spinning center,03/17/2023,04/09/2023,Y
https://nuforc.org/sighting/?id=174762,02/28/2023 19:27,Kansas City,MO,USA,Delta,They seem to be hovering like they are waiting on something. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=174769,02/28/2023 19:17,Murfreesboro,TN,USA,Circle,I seen them for 2+ hours. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174756,02/28/2023 19:16,Baltimore,MD,USA,Changing,2 big lights close together looks round then changed. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=176849,02/28/2023 19:11,Weddington,NC,USA,Circle,There ar two UFOs that are circles next to each other Sighting Details There are two UFOs that are circles next to each other.,02/28/2023,07/29/2023,Y
https://nuforc.org/sighting/?id=174776,02/28/2023 19:10,Kirksville,MO,USA,Light,Two bright lights in the dark sky not moving. Hovering close together. Faint green and red lights intermittently.,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=174757,02/28/2023 19:08,Fredericksburg,VA,USA,Light,Observed 2x stationary low UFO over a field/highway in front of my house. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174778,02/28/2023 19:00,Nadi,Western Division,Fiji Islands,Circle,2 ufo was spotted twice on 2 consecutive days.,03/01/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174781,02/28/2023 19:00,Woodland,WA,USA,Circle,Hovering close together. Faint green and red lights intermittently. NUFORC Note: Jupiter and Venus,03/01/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174755,02/28/2023 18:50,Washington,DC,USA,Light,A motorist stopped us to point out two lighted objects in the sky. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174860,02/28/2023 18:34,Irving,TX,USA,Unknown,"Upon reviewing the photos, I saw two bright lights in one of my photos. NUFORC Note: Jupiter and Venus",03/03/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174785,02/28/2023 18:27,Belkevue,WA,USA,Cigar,Unidentified aircraft (possibly manned),03/01/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=175261,02/28/2023 18:16,Tipp City,OH,USA,Egg,White tic tac or egg shape flying object,04/07/2023,05/19/2023,Y
https://nuforc.org/sighting/?id=174922,02/28/2023 17:55,Houston,TX,USA,Sphere,A flying object I couldn't identify.,03/07/2023,04/09/2023,
https://nuforc.org/sighting/?id=174744,02/27/2023 22:37,,LA,USA,Fireball,Strange red light on side of moon. Blinked from time to time.,02/27/2023,03/06/2023,
https://nuforc.org/sighting/?id=174754,02/27/2023 22:13,Clermont 4 corners,FL,USA,Fireball,3 fireballs zipped across the sky like asteroids falling,02/28/2023,03/06/2023,
https://nuforc.org/sighting/?id=174746,02/27/2023 21:55,Whitehorse,YT,Canada,Circle,170 degrees south from location. NUFORC Note: Jupiter and Venus,02/27/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174753,02/27/2023 20:43,Yorkton,SK,Canada,Other,Sighted out the North bathroom window so took pictures. NUFORC Note: Jupiter and Venus,02/28/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=175065,02/27/2023 20:40,venice,FL,USA,Light,craft with lights and a light preceeding it moving medium speed north to south low above 2-3000 ft.,03/20/2023,04/09/2023,
https://nuforc.org/sighting/?id=175011,02/27/2023 20:22,Waukee,IA,USA,Unknown,Something unknown spotted in the field,03/15/2023,04/09/2023,Y
https://nuforc.org/sighting/?id=174734,02/27/2023 20:10,Boca Raton,FL,USA,Light,2 clouds (back one lit up),02/27/2023,03/06/2023,
https://nuforc.org/sighting/?id=174735,02/27/2023 20:02,Sarasota,FL,USA,Light,Observed light over the Gulf of Mexico that was preceded by cloud/mist travelling North to South parallel to the coast.,02/27/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174839,02/27/2023 20:00,Bokeelia,MA,USA,Changing,"We observed a bright light, low on the horizon, moving towards us that we noticed as it got closer to be a backlit grayish white object",03/02/2023,03/06/2023,
https://nuforc.org/sighting/?id=174936,02/27/2023 19:54,Atlanta,GA,USA,Cylinder,UAP spotted over Atlanta from 37000 feet,03/08/2023,04/09/2023,Y
https://nuforc.org/sighting/?id=174741,02/27/2023 19:54,San Miguel de Cozumel,Quintana Roo,Mexico,Sphere,"Light approached Cozumel at ~ 15,000ft. No sound. Stopped and hovered above for ~ 5 seconds and then shot off and vanished within secon",02/27/2023,03/06/2023,Y
https://nuforc.org/sighting/?id=174751,02/27/2023 19:54,Nokomis,FL,USA,Other,2 weird lit up flying objects,02/28/2023,03/06/2023,Y
