details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=165811,07/31/2021 22:00,Benicia,CA,USA,Orb,Experienced a UFO drive-by until it came down to me!,12/10/2021,12/19/2021,Y
https://nuforc.org/sighting/?id=164215,07/31/2021 21:30,Fremont,CA,USA,Oval,Blue lights and sharp maneuvers.,07/31/2021,08/16/2021,
https://nuforc.org/sighting/?id=164216,07/31/2021 21:15,El Dorado,CA,USA,Light,"Unexplained lights in the sky, moving erratically and quickly right and left, up and down",07/31/2021,08/16/2021,
https://nuforc.org/sighting/?id=164214,07/31/2021 20:45,Windsor,VA,USA,Circle,"Exceptionally big and bright star/planet-like light briefly appears in SE sky, then vanishes, as though getting shut off.",07/31/2021,08/16/2021,
https://nuforc.org/sighting/?id=166213,07/31/2021 18:30,Staton Island,NY,USA,Other,Black Icosahedron Approximately 10ft in Diameter,12/28/2021,03/04/2022,Y
https://nuforc.org/sighting/?id=164204,07/31/2021 15:00,San Antonio,TX,USA,Orb,4 orb white balls hovering in the sky over San Antonio TX.,07/31/2021,08/16/2021,
https://nuforc.org/sighting/?id=164526,07/31/2021 14:00,Carlsbad,CA,USA,Other,"I was out with a group of friends during the day in Carlsbad, CA. It’s hard to describe on paper, I was siting down at a restaurant an",09/07/2021,09/07/2021,
https://nuforc.org/sighting/?id=164203,07/31/2021 10:00,Manahawkin,NJ,USA,Light,"Sitting around a backyard campfire, we saw a bright light appear to be lower than an airplane flight path and had a much brighter/white",07/31/2021,08/16/2021,
https://nuforc.org/sighting/?id=166408,07/31/2021 03:36,Ukiah,CA,USA,Circle,For a whole month strange lights had kept appearing in the sky almost directly above me for a whole month.,01/25/2022,03/04/2022,Y
https://nuforc.org/sighting/?id=178319,07/31/2021 03:30,Klerksdorp,North West,South Africa,Other,UAP over Rhino Sanctuary.,09/17/2023,10/28/2023,Y
