details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=179135,10/28/2023 16:27,Christchurch,Canterbury Region,New Zealand,Other,Object at about 3000 feet,10/27/2023,10/28/2023,
https://nuforc.org/sighting/?id=179138,10/28/2023 06:24,Santa Clarita,CA,USA,Orb,"2 amber orbs moving silently across the sky, orbiting each-other as they moved north",10/28/2023,10/28/2023,
https://nuforc.org/sighting/?id=179133,10/27/2023 18:47,San diego,CA,USA,Formation,A series of mysterious lights in close proximity of the San Diego military base.,10/27/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179134,10/27/2023 18:46,San Diego,CA,USA,Orb,Falling Fire Ball Disseminates into Five Hovering Orbs of Light,10/27/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179125,10/27/2023 05:54,Sherman Oaks,CA,USA,Unknown,Very Clear Distinct Yellow Light Moving Rapidly from West to East Stopped Immediately Upon Aligning with Venus.,10/27/2023,10/28/2023,
https://nuforc.org/sighting/?id=179132,10/26/2023 22:30,Arbuckle,CA,USA,Cylinder,There were 4 lights one craft that broke into two and two and went separate directions,10/27/2023,10/28/2023,
https://nuforc.org/sighting/?id=179124,10/26/2023 19:12,Worcester,MA,USA,Circle,I was driving when I start to see objects going up coming from an area to sky,10/27/2023,10/28/2023,
https://nuforc.org/sighting/?id=179120,10/26/2023 17:19,Marshfield,MA,USA,Cigar,"Cigar shades, bright, white, or very white, standing perfectly still next to the line of Plane traffic",10/26/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179121,10/26/2023 17:16,Tucson,AZ,USA,Unknown,Black hummingbird looking thing coming from the east moving fast to the west,10/26/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179126,10/26/2023 11:30,Laughlin,NV,USA,Changing,Erratically moving in all directions but not really moving?,10/27/2023,10/28/2023,
https://nuforc.org/sighting/?id=179113,10/26/2023 07:20,Canton,GA,USA,Star,The light seemed to pulse a little. was ascending VERY slowly up then dimmed and ascended fast above cloud coverage out of sight.,10/26/2023,10/28/2023,
https://nuforc.org/sighting/?id=179108,10/25/2023 02:55,colton,CA,USA,Light,"It was like two round green lights, not too high in the sky",10/25/2023,10/28/2023,
https://nuforc.org/sighting/?id=179103,10/24/2023 21:30,Deshler,OH,USA,Light,Bright rectangular light on the ground,10/24/2023,10/28/2023,
https://nuforc.org/sighting/?id=179106,10/24/2023 20:58,Hallandale,FL,USA,Changing,Sitting on my terrace suddenly saw vertical blue light sky opened turned yellow path. Objects went up through portal/tunnel then closed,10/25/2023,10/28/2023,
https://nuforc.org/sighting/?id=179098,10/24/2023 20:00,Stanion,Northamptonshire,United Kingdom,Light,Just out for a walk and looked up at first I thought it was the stars then realised there were lots of them in a row.,10/24/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179131,10/24/2023 16:47,Chajari,Entre Ríos Province,Argentina,Triangle,We were outside when 2 black triangles with bright lights passed by. They stopped for 10 and 20 seconds and then left,10/27/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179101,10/24/2023 12:35,Pasadena,CA,USA,Light,"One craft stopped and vanished, a second encircled the area while emitting flares",10/24/2023,10/28/2023,
https://nuforc.org/sighting/?id=179096,10/24/2023 02:36,Christiansburg,VA,USA,Orb,It is bright and moving,10/24/2023,10/28/2023,
https://nuforc.org/sighting/?id=179084,10/23/2023 20:32,Doyline,LA,USA,Orb,"Traveling along, a stationary orb of blue-white light was seen flashing into, and out of, sight. While in sight, it was very bright.",10/23/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179092,10/23/2023 19:45,West Haverstraw,NY,USA,Circle,String of aligned lights idle waiting for a stray light to catch up,10/24/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179093,10/23/2023 19:30,Grayson,GA,USA,Circle,Blue Light standing still for at least 2 minutes and then went straight down and stopped and then went to left at a high rate of speed.,10/24/2023,10/28/2023,
https://nuforc.org/sighting/?id=179107,10/23/2023 19:15,Khapa,Maharashtra,India,Circle,A UFO seen at evening by me and my friend,10/25/2023,10/28/2023,
https://nuforc.org/sighting/?id=179104,10/23/2023 19:00,Mountainair,NM,USA,Orb,One bright red and white pulsing light dividing into 3 separate lights and then blinking out.,10/24/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179082,10/23/2023 18:29,Cottonwood,AZ,USA,Orb,"Solid white glowing silent orb, traveling E to N with no aircraft of any kind in the area",10/23/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=179065,10/23/2023 10:25,San Francisco,CA,USA,Oval,Could not see this with the naked eye. I believe it was in an infrared spectrum because phone cameras pick up infrared.,10/23/2023,10/28/2023,Y
