details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=177942,08/31/2023 23:55,Appomattox,VA,USA,Circle,Object lights up disappears then does it again.,08/31/2023,09/10/2023,Y
https://nuforc.org/sighting/?id=177955,08/31/2023 23:00,Ambridge,PA,USA,Cylinder,A silver or gray line that was very high up barely visible.,09/01/2023,09/10/2023,
https://nuforc.org/sighting/?id=178371,08/31/2023 22:17,Bentonville,AR,USA,Orb,"roommates saw several lights in the sky, ""dancing"" and ""zipping"" around",09/19/2023,10/28/2023,Y
https://nuforc.org/sighting/?id=178014,08/31/2023 22:07,Lewiston,ID,USA,Oval,"Did not see in person, security footage picked it up. Slow moving oval shape light with tails crossing sky .",09/04/2023,09/10/2023,Y
https://nuforc.org/sighting/?id=177980,08/31/2023 21:50,Ellisville,MS,USA,Other,Yellow to dark red undulating elongated hexagonal shaped craft.,09/01/2023,09/10/2023,Y
https://nuforc.org/sighting/?id=177974,08/31/2023 21:40,El Paso,TX,USA,Changing,"2 lights, looked like Mars & smaller star too close. Larger one expanded. They disappeared instantly. 5 then appeared.",09/01/2023,09/10/2023,
https://nuforc.org/sighting/?id=177975,08/31/2023 21:22,Rockfish,NC,USA,Flash,Extremely bright flash occuring overhead every thirteen seconds.,09/01/2023,09/10/2023,
https://nuforc.org/sighting/?id=177958,08/31/2023 20:30,Van Nuys,CA,USA,Fireball,"Blue UFO about 40 degrees up from horizon, around 5 degrees upward from the horizontal coming from the east with a lingering jet trail",09/01/2023,09/10/2023,
https://nuforc.org/sighting/?id=177962,08/31/2023 19:20,Santa Cruz,CA,USA,Triangle,I am seeing weird things in the sky,09/01/2023,09/10/2023,
https://nuforc.org/sighting/?id=177978,08/31/2023 16:30,Columbia,MD,USA,Circle,I saw two bright white objects falling in one another and then they just disappeared after 15 seconds,09/01/2023,09/10/2023,
https://nuforc.org/sighting/?id=177948,08/31/2023 13:01,South Beloit,IL,USA,Triangle,Gray and white object flying in formation of 12,08/31/2023,09/10/2023,
https://nuforc.org/sighting/?id=177959,08/31/2023 12:50,Salt Lake City,UT,USA,Cube,Cube was hovering not moving for 2-3 minutes,09/01/2023,09/10/2023,
https://nuforc.org/sighting/?id=177926,08/31/2023 12:05,Reykjavik (Capital Region),Capital Region,Iceland,Circle,"White dots in formations, inside northern lights over the harpa in Iceland",08/30/2023,09/10/2023,
https://nuforc.org/sighting/?id=177929,08/31/2023 12:04,Des Plains,WI,USA,Light,Looked like a reflection of a craft in the sky. no structure of the actual craft was visible or it blended in with the color of the sky,08/31/2023,09/10/2023,
https://nuforc.org/sighting/?id=177933,08/31/2023 05:20,Hesperia,CA,USA,Circle,3 objects not blinking like regular aircraft,08/31/2023,09/10/2023,Y
