details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=171830,09/30/2022 22:51,Stevens Point,WI,USA,Disk,Shifting lights around disk with dome.,09/16/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=172194,09/30/2022 21:50,Lawrenceville,GA,USA,Light,Bright star like light pulsating and moving around erratically,10/06/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=172313,09/30/2022 21:00,Grand junction,CO,USA,Orb,Seen light come out of the clouds,10/11/2022,12/22/2022,
https://nuforc.org/sighting/?id=172124,09/30/2022 20:48,West valley city,UT,USA,Disk,Caught on ring camera,10/01/2022,10/08/2022,
https://nuforc.org/sighting/?id=172991,09/30/2022 20:36,Flora,IL,USA,Circle,They were little balls of bright orange light traveling signal file in a line,11/14/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172118,09/30/2022 20:10,victoria,BC,Canada,Circle,"long line of lights following each other, but not like pics from Space x photos these werte seperate white lights , no solid line !",10/01/2022,10/08/2022,
https://nuforc.org/sighting/?id=172113,09/30/2022 19:55,Lafayette,TN,USA,Star,It was a red and white flashing light that was moving ever so slightly very fast.,09/30/2022,10/08/2022,
https://nuforc.org/sighting/?id=173883,09/30/2022 19:22,Daytona Beach,FL,USA,Other,During Hurricane Ians visit I was filming dark clouds and saw a red streak/ light in sky,01/12/2023,03/06/2023,
https://nuforc.org/sighting/?id=172181,09/30/2022 19:22,Cave City,AR,USA,Orb,A very bright moving object that disappeared once observed.,10/05/2022,10/08/2022,
https://nuforc.org/sighting/?id=173598,09/30/2022 13:52,Willingboro,NJ,USA,Orb,I see them often,12/27/2022,03/06/2023,
https://nuforc.org/sighting/?id=172160,09/30/2022 01:47,San Francisco,CA,USA,Circle,"Object was at location for many minutes, it moved from its original location quickly back and forth with incredible speed",10/03/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=172110,09/30/2022 00:30,"New Miami, Ohio (Hamilton Ohio)",OH,USA,Sphere,"There were 2 consistent visible spheres. 1 was lower and glowing and flashing red, the other was white and moving frequently",09/29/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=172086,09/29/2022 23:12,nana District,Chongqing,China,Light,"Like a string, a yellow or maybe orange light continue about one second",09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172108,09/29/2022 21:50,Chatsworth,CA,USA,Unknown,UFO,09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172114,09/29/2022 21:00,Iowa City,IA,USA,Other,I barely visible dark boomerang glided across the sky noiselessly. No lights.,09/30/2022,10/08/2022,
https://nuforc.org/sighting/?id=172109,09/29/2022 20:55,Canyon Country,CA,USA,Triangle,"V shaped silent craft traveling west to east about 500 feet above with 12 to 14 white lights in the V shaped, pointed front formation.",09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172506,09/29/2022 20:29,Louisville,TN,USA,Cigar,Security camera footage of probe or craft looking in house all doors and drawers were also pulled open and a cat is missing from inside,10/19/2022,12/22/2022,
https://nuforc.org/sighting/?id=172299,09/29/2022 19:41,Scottsdale,AZ,USA,Light,Red & Green bright lights hovering and then moving in various directions at rapid and then slow pace,10/12/2022,12/22/2022,
https://nuforc.org/sighting/?id=172112,09/29/2022 18:45,west hamlin,WV,USA,Circle,several ufo/uap seen in the south western sky from my location by 3 whitnesses. white circle shape flying objects that disappeared.,09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172082,09/29/2022 13:50,Seal Beach,CA,USA,Rectangle,Taking video of an airplane with I noticed something in background,09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172120,09/29/2022 10:31,Tucson,AZ,USA,Diamond,Cube Diamond UFO,10/01/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=172115,09/29/2022 10:12,Denver,CO,USA,Sphere,Looked at the sky from my balcony,09/30/2022,10/08/2022,Y
https://nuforc.org/sighting/?id=172317,09/29/2022 09:59,Laveen,AZ,USA,Changing,Appeared to have a cloaking mechanism,10/17/2022,12/22/2022,Y
https://nuforc.org/sighting/?id=172087,09/29/2022 07:45,Leland,MS,USA,Cylinder,"saw 1 very brite ufo: appeared to be red laser beams being shot at it from below it, ufo disappeared. 2nd bigger brighter ufo came.",09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172088,09/29/2022 03:20,Baraboo,WI,USA,Light,Unexplained lights and formations,09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172089,09/29/2022 01:37,Tulsa,OK,USA,Cylinder,With night security cameras,09/28/2022,10/08/2022,
https://nuforc.org/sighting/?id=172083,09/28/2022 23:10,Quincy,CA,USA,Triangle,"Extremely fast moving, dimly lit, triangular shaped object in sky.",09/28/2022,10/08/2022,
https://nuforc.org/sighting/?id=172085,09/28/2022 21:15,wichita falls,TX,USA,Unknown,Went out to see Neptune. I saw strange formation of lights in the west. Visible with naked eye. More details with binoculars.,09/29/2022,10/08/2022,
https://nuforc.org/sighting/?id=172147,09/28/2022 20:30,Jacksonville,FL,USA,Other,Unusual and perfectly quiet unknown object with pink/red faint lights,10/01/2022,10/08/2022,
