details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=176724,06/30/2023 19:25,Highmore,SD,USA,Circle,Bright white disk,07/12/2023,07/29/2023,Y
https://nuforc.org/sighting/?id=176555,06/30/2023 14:00,Winnemucca,NV,USA,Chevron,"It started out on the West side if Winnemucca Mountain , and ended at East Winnemucca Blvd They were doing maneuvers, and vanished.",07/02/2023,07/10/2023,
https://nuforc.org/sighting/?id=176526,06/30/2023 01:26,Keizer,OR,USA,Cigar,"An object gliding fast in the sky, no lights greyish brown color. Looked as if there was some texture to it , I saw it disappear.",06/30/2023,07/10/2023,
https://nuforc.org/sighting/?id=176521,06/29/2023 21:30,Garfield,AR,USA,Light,Military aircraft? Is ours or someone else's?,06/29/2023,07/10/2023,
https://nuforc.org/sighting/?id=176664,06/29/2023 20:17,Spokane,WA,USA,Changing,Object seen moving west to east with no sound and appeared to be rotatoing with blue pulsing light.,07/09/2023,07/10/2023,Y
https://nuforc.org/sighting/?id=176800,06/29/2023 20:17,Spokane,WA,USA,Diamond,"High altitude, slow moving, revolving with blue light, no sound",07/16/2023,07/29/2023,Y
https://nuforc.org/sighting/?id=176511,06/29/2023 20:13,Marka,,Jordan,Changing,"Black shape floating in sky, changing length and direction - Black Flame",06/29/2023,07/10/2023,Y
https://nuforc.org/sighting/?id=176520,06/29/2023 17:45,Wright City,MO,USA,Triangle,3 triangles hovering over I-70,06/29/2023,07/10/2023,
https://nuforc.org/sighting/?id=176516,06/29/2023 15:45,Oklahoma City,OK,USA,Formation,I saw 1 V-shaped craft that flew in front of me.,06/29/2023,07/10/2023,
https://nuforc.org/sighting/?id=177789,06/29/2023 15:00,Ukiah,CA,USA,Orb,Jet black orb with revolving red light admitting faint rays in clouds mist flew over Ukiahian valley.,08/23/2023,09/10/2023,
https://nuforc.org/sighting/?id=176675,06/29/2023 13:30,,,Kyrgyzstan,Other,We were flying westbound FL320. I saw a contact approaching our right (North) side. TCAS showed nothing. Passed close slightly higher,07/10/2023,07/10/2023,Y
https://nuforc.org/sighting/?id=176677,06/29/2023 13:11,Sacramento,CA,USA,Disk,One disk like shape flew slowly across the sky in front of me at my office. It flew across slowly and did not look man-made.,07/10/2023,07/29/2023,Y
https://nuforc.org/sighting/?id=176522,06/29/2023 04:00,Mankato,MN,USA,Cube,Metallic rotating/reflective object,06/29/2023,07/10/2023,
https://nuforc.org/sighting/?id=176506,06/29/2023 02:41,Binghamton,NY,USA,Unknown,Flashing object,06/29/2023,07/10/2023,
