details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=164476,08/31/2021 23:00,Houston,TX,USA,Light,strange lights playing tagg ((NUFORC Note: Witness does not indicate date of sighting. PD)),09/01/2021,09/07/2021,
https://nuforc.org/sighting/?id=164479,08/31/2021 20:35,Spokane,WA,USA,Fireball,"Orange ball of light heading east, fast, silent, then disappeared",08/31/2021,09/07/2021,
https://nuforc.org/sighting/?id=164844,08/31/2021 17:51,Franklin,KY,USA,,MADAR Node 54,10/06/2021,10/19/2021,
https://nuforc.org/sighting/?id=164474,08/31/2021 12:45,Unionvale,NY,USA,Rectangle,Rectangular craft hovering over mountain road,09/01/2021,09/07/2021,
https://nuforc.org/sighting/?id=164838,08/31/2021 09:38,Pine City,NY,USA,,MADAR Node 82,10/06/2021,10/19/2021,
https://nuforc.org/sighting/?id=164483,08/31/2021 00:00,Pepperell,MA,USA,Light,This is the second time I have reported a sighting. I called your within a week number. Left a message and got nothing back. I have cal,08/31/2021,09/07/2021,
https://nuforc.org/sighting/?id=164480,08/30/2021 22:30,Clarksville,TN,USA,Light,two orange lights side by side with what can only be described as a orangish red comet tail shooting down from the sky very low,08/31/2021,09/07/2021,
https://nuforc.org/sighting/?id=164481,08/30/2021 22:00,Wichita Falls,TX,USA,Diamond,Walked outside.. didn't think much of it with stars & nighttime sorties near AFB. But sat out there are what appeared as a star.. this,08/31/2021,09/07/2021,
https://nuforc.org/sighting/?id=164834,08/30/2021 16:59,Boise,ID,USA,,MADAR Node 111,10/06/2021,10/19/2021,
https://nuforc.org/sighting/?id=164837,08/30/2021 12:39,Watsonville,CA,USA,,MADAR Node 105,10/06/2021,10/19/2021,
https://nuforc.org/sighting/?id=164533,08/30/2021 11:04,Roswell,NM,USA,Disk,Photographed something I can not explain 8/30/2021 NW of Roswell NM.,09/08/2021,10/19/2021,
https://nuforc.org/sighting/?id=164471,08/30/2021 04:45,Sandpoint,ID,USA,Other,"Looking toward Western sky, my sister and I watched an object with a bright, white light at the head and a smaller, white light at the",08/30/2021,09/07/2021,
https://nuforc.org/sighting/?id=164486,08/30/2021 04:45,Ruskin,FL,USA,Disk,Bright saucer shape floating in the sky,08/31/2021,09/07/2021,
