details,date,city,state,country,shape,summary,report_date,posted_date,image
https://nuforc.org/sighting/?id=167330,03/31/2022 23:50,Lincoln,CA,USA,Circle,2 Floating / Hovering Circles of Light,04/01/2022,04/22/2022,
https://nuforc.org/sighting/?id=167332,03/31/2022 20:57,Hickory,NC,USA,Light,Light saw making a circular rotation repeatedly. You could see half of the circle being made then the other half would disappear.,03/31/2022,04/22/2022,
https://nuforc.org/sighting/?id=167334,03/31/2022 14:08,Coupeville,WA,USA,Sphere,Black sphere high in sky moving at fast speed,03/31/2022,04/22/2022,
https://nuforc.org/sighting/?id=167324,03/31/2022 12:07,Bloomington,IN,USA,Triangle,I have managed to get in a Fight with Invading Extraterrestrials,03/31/2022,04/22/2022,Y
https://nuforc.org/sighting/?id=167527,03/31/2022 10:32,St. Louis,MO,USA,,MADAR Node 70,04/20/2022,04/22/2022,
https://nuforc.org/sighting/?id=167311,03/31/2022 06:35,St. Petersburg,FL,USA,Light,"Light shot across the sky above my head. It was very low. No shape, sound or contrail. The speed was extremely fast. From NE to SW.",03/31/2022,04/22/2022,
https://nuforc.org/sighting/?id=168179,03/30/2022 23:18,Fort Collins,CO,USA,Cigar,Cigar-shaped object moving at about 250 mph at about 400 feet altitude.,05/23/2022,06/22/2022,
https://nuforc.org/sighting/?id=167325,03/30/2022 22:00,Salton City,CA,USA,Light,My friend and I witness approximately 13 very bright amber yellow round lights that held in a hover position they changed formation,04/01/2022,04/22/2022,Y
https://nuforc.org/sighting/?id=167314,03/30/2022 21:00,Salem,OR,USA,Formation,Formation of 5-6 circluar objects,03/30/2022,04/22/2022,
https://nuforc.org/sighting/?id=167333,03/30/2022 20:42,Denver,CO,USA,Disk,"going on a walk and we saw a disk in the sky very bright and almost was blinding, heard a sound hurt my eardrums,dogs braked like hell",03/31/2022,04/22/2022,
https://nuforc.org/sighting/?id=167522,03/30/2022 20:21,Buffalo,NY,USA,,MADAR Node 163,04/20/2022,04/22/2022,
https://nuforc.org/sighting/?id=167365,03/30/2022 20:14,Wahiawa,HI,USA,,A stationary blinking light amongst the stars,04/03/2022,04/22/2022,
https://nuforc.org/sighting/?id=167376,03/30/2022 16:03,Jacksonville,FL,USA,Cigar,Could see a cigar shaped object behind and then over taking an airliner very high up in the sky.,04/04/2022,04/22/2022,
https://nuforc.org/sighting/?id=167313,03/30/2022 11:54,Littleton,CO,USA,Circle,Craft flew right over my car as I was driving North on Santa Fe,03/31/2022,04/22/2022,
https://nuforc.org/sighting/?id=168183,03/30/2022 11:51,Elizabeth,CO,USA,,MADAR Node 34,05/23/2022,06/22/2022,
